"jobTitle","category","companyName","vacancy","jobContext","jobDescription","employmentStatus","educationalReq","additionalReq","jobLocation","salary"
"ড্রাইভার","দৈনিক সমকাল(Sunday, September 10, 2023)","ফেনী পল্লী বিদ্যুত সমিতি, মহিপাল, ফেনী","","","","","","","",""
