"jobTitle","category","companyName","vacancy","jobContext","jobDescription","employmentStatus","educationalReq","additionalReq","jobLocation","salary"
"খেলাধুলা এ্যাটেনডেন্ট","দৈনিক যুগান্তর, The Daily Newage(Sunday, September 17, 2023)","জনপ্রশাসন মন্ত্রণালয়, ঢাকা","","","","","","","",""
